Accession,Protein Name,Description,Gene Name,XIC S03,XIC S03bis,XIC S04,XIC S05,XIC S06,XIC S06bis,XIC S07,XIC S07bis,XIC S08,XIC S09,XIC S10,XIC S11,XIC S11bis,XIC S12,XIC S12bis,XIC S13,XIC S14,XIC S15
P30681,HMGB2_MOUSE,High mobility group protein B2 OS=Mus musculus OX=10090 ,Hmgb2,5475980,1024070,,1139330,2022720,1829420,,1846340,1908020,,1271890,2421650,1979770,1501380,1803450,937663,1668780,1516450
O54879,HMGB3_MOUSE,High mobility group protein B3 OS=Mus musculus OX=10090 ,Hmgb3,,,,,,,,990532,,2807240,,,,,,,,
P38060,HMGCL_MOUSE,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 ",Hmgcl,1077190,674702,1254510,902051,978180,747856,2069430,1291050,1226230,1251490,966117,1015370,920335,1153940,986497,1364140,1000200,1301660
Q8JZK9,HMCS1_MOUSE,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus OX=10090 ",Hmgcs1,11166200,11039200,11098800,8239750,9684630,9261730,9861410,8069210,9905740,11206400,10777100,10375200,9314550,10084600,8973730,8924480,8616560,11348300
P54869,HMCS2_MOUSE,"Hydroxymethylglutaryl-CoA synthase, mitochondrial OS=Mus musculus OX=10090 ",Hmgcs2,9365450,8750530,7607750,12113700,12014300,14979900,13587300,12454100,11232200,12072900,12821600,14098100,12576300,13561600,12544000,11519200,11108400,11665000
Q9JL35,HMGN5_MOUSE,High mobility group nucleosome-binding domain-containing protein 5 OS=Mus musculus OX=10090 ,Hmgn5,1672770,1616910,793439,1257020,1484950,1553200,1113620,1739500,954367,1308150,1114700,1687230,1533460,1001430,1733970,1770760,1310180,845541
O70252,HMOX2_MOUSE,Heme oxygenase 2 OS=Mus musculus OX=10090 ,Hmox2,10630400,987230,15091000,5746780,8460120,6853440,9090180,10417700,778302,,7544250,7803210,8619830,7437370,7994450,,8188510,7715860
Q91VF2,HNMT_MOUSE,Histamine N-methyltransferase OS=Mus musculus OX=10090 ,Hnmt,8464200,8231230,10992700,7048440,6142010,,7166540,7512160,5263500,10780400,6543910,6889720,7068430,6735900,7095100,4945500,6776070,6945170
Q9CX86,ROA0_MOUSE,Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 ,Hnrnpa0,12990600,4675490,8892040,12553700,10545600,11792600,17021600,10577000,20382000,,11396900,13221500,14007000,17802000,13253500,15547600,12448400,13871500
P49312,ROA1_MOUSE,Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus OX=10090 ,Hnrnpa1,19043300,20678600,17921100,21863800,23887500,22216900,23130700,22670700,22336200,15554200,19994800,23696300,23464000,23478300,25007500,21647300,24279600,16222800
O88569,ROA2_MOUSE,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 ,Hnrnpa2b1,93834700,76377500,78722700,89219800,77670500,81742900,88607800,83694600,94053600,81328800,77003100,78633100,83182800,93152000,91536900,90940600,89846300,69047000
Q8BG05,ROA3_MOUSE,Heterogeneous nuclear ribonucleoprotein A3 OS=Mus musculus OX=10090 ,Hnrnpa3,25319300,20185400,26346800,22991900,24944200,23541100,30253400,22155600,26477700,19323500,20708700,31065400,21453000,28673100,22584200,27068200,21723500,23747900
Q99020,ROAA_MOUSE,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus OX=10090 ,Hnrnpab,5939140,5076270,10237700,11034600,12593300,11351800,12296300,13136800,6257200,14847100,10574300,12175900,13006700,13003100,11807800,4929400,15895800,9663460
Q9Z204,HNRPC_MOUSE,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus OX=10090 ,Hnrnpc,17713600,11932600,9411340,11197600,11256100,12669500,10494000,12119200,13526800,15779400,10858400,12092200,11716900,15865300,13194500,13224800,10996900,9127710
Q60668,HNRPD_MOUSE,Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus OX=10090 ,Hnrnpd,9086870,16107200,16931600,15806900,13427800,13653700,16464900,16635700,19090100,17486300,15684300,13478100,17493800,12522700,15101800,13494600,18034500,14859300
Q9Z130,HNRDL_MOUSE,Heterogeneous nuclear ribonucleoprotein D-like OS=Mus musculus OX=10090 ,Hnrnpdl,7305170,4876010,8122410,,,5764600,6223590,4867330,5025920,5654250,3806770,5008230,5036630,4977660,4833280,5346630,,4144220
Q9Z2X1,HNRPF_MOUSE,Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus OX=10090 ,Hnrnpf,,1684230,,,5066850,10145500,5409400,7665690,10462000,,5180620,5398890,5680940,6538220,2290960,16319400,,6147130
O35737,HNRH1_MOUSE,Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus OX=10090 ,Hnrnph1,8974980,6541310,9886260,6870880,7700900,8811810,9165380,7641310,7947380,8064110,8034100,10776500,8159020,8768990,8266290,8807400,6171980,7841680
P70333,HNRH2_MOUSE,Heterogeneous nuclear ribonucleoprotein H2 OS=Mus musculus OX=10090 ,Hnrnph2,327224,2031920,,1853800,1122470,,1443240,1030310,2823180,,,1934610,1279330,1783140,2265180,1655350,,2223470
D3Z3N4,D3Z3N4_MOUSE,Heterogeneous nuclear ribonucleoprotein H3 OS=Mus musculus OX=10090 ,Hnrnph3,6721810,5660710,7323510,8281400,5942940,7689990,8620610,8498140,8659340,7417410,7411800,6212920,6762190,6794240,6325500,10095000,8858830,7260360
P61979,HNRPK_MOUSE,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 ,Hnrnpk,24173900,19276900,35449500,30358900,21262900,36823100,32738700,32388700,24949400,33206600,27354000,24551600,31196000,35936800,28058500,29677600,35268400,31434200
Q8R081,HNRPL_MOUSE,Heterogeneous nuclear ribonucleoprotein L OS=Mus musculus OX=10090 ,Hnrnpl,9463890,9646980,12030200,9810580,9706820,12718400,11049500,11069000,11332500,8911840,10742500,10576100,12660200,11331200,12153500,11399100,12570700,10179900
Q921F4,HNRLL_MOUSE,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 ,Hnrnpll,,1872320,1532640,1959640,2268400,2298050,,2102830,1899470,1447730,,1802350,2367090,1444350,1758230,1749540,1425140,1745000
Q9D0E1,HNRPM_MOUSE,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 ,Hnrnpm,10436000,13820800,13035900,10078900,12665000,11244800,10826600,11375000,11694600,11477800,8788660,12947300,11749500,13734600,12503100,10553200,12817300,9717420
Q8VHM5,Q8VHM5_MOUSE,Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus OX=10090 ,Hnrnpr,5965830,5104540,6206200,6634240,7874190,6027680,6167330,4784670,5065040,6189460,4920630,6300490,5657340,6746630,6393340,5749180,7203430,4941080
Q8VEK3,HNRPU_MOUSE,Heterogeneous nuclear ribonucleoprotein U OS=Mus musculus OX=10090 ,Hnrnpu,24783100,25843500,25616100,25433400,24777800,23409800,27587800,24023400,23273000,24659900,21957400,23672000,25507800,26074000,25872600,23256300,24812100,26246400
Q8VDM6,HNRL1_MOUSE,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Mus musculus OX=10090 ,Hnrnpul1,3762920,3344370,3332050,3901720,3454480,3766350,3688570,3690020,3654390,3709440,3627890,3724040,3101350,4399260,4653120,3713950,3473150,2708180
Q00PI9,HNRL2_MOUSE,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus OX=10090 ,Hnrnpul2,6823940,6038820,6331690,7403120,6501730,7344310,6686080,6357650,6976390,6722600,6000230,7939810,6909570,7500380,7592800,7287200,8349460,5535850
Q99JP6,HOME3_MOUSE,Homer protein homolog 3 OS=Mus musculus OX=10090 ,Homer3,,,,,240616,,,,,,,,,,,,,
Q8BUK6,HOOK3_MOUSE,Protein Hook homolog 3 OS=Mus musculus OX=10090 ,Hook3,3623850,4597270,3097330,5247180,5724940,3638500,3284750,3838870,4217830,2607080,4130770,5190780,3125570,4097860,3259130,4151910,5673080,3496110
Q61646,HPT_MOUSE,Haptoglobin OS=Mus musculus OX=10090 ,Hp,902292,1054590,1398740,10235600,20460400,17870000,1564200,1651270,52336000,47779600,,445456,,1018000,910491,54914400,1104400,2469450
Q3TEA8,HP1B3_MOUSE,Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 ,Hp1bp3,13603800,18143000,3671410,11865600,13809200,11961400,11636500,13916000,11941500,4974540,12120300,13702900,14159400,14383400,15458600,5112000,24683200,14253300
P62748,HPCL1_MOUSE,Hippocalcin-like protein 1 OS=Mus musculus OX=10090 ,Hpcal1,5876530,19104800,,16379700,32974700,38426800,34859700,29286300,25374500,1537820,35388500,33876900,39448800,42140200,35226900,18304800,22585300,41778700
P00493,HPRT_MOUSE,Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus OX=10090 ,Hprt1,47044400,50077500,33513400,43520900,49230800,47181700,41090900,46644500,48016500,42216500,43122000,42569400,44118600,47031100,43302100,47376100,38981100,50304900
Q91X72,HEMO_MOUSE,Hemopexin OS=Mus musculus OX=10090 ,Hpx,125811000,64749500,128259000,132206000,70272000,82220800,100586000,160859000,101426000,235974000,73365700,63497400,84834600,113807000,121756000,94237400,108539000,71383400
Q61411,RASH_MOUSE,GTPase HRas OS=Mus musculus OX=10090 ,Hras,8020980,8104690,7119490,8675900,7176530,8328670,8509270,5762560,6210470,8043360,6232950,5632450,7183800,6368770,7291930,9822690,8714770,8800220
G5E8J6,G5E8J6_MOUSE,Histidine rich calcium binding protein OS=Mus musculus OX=10090 ,Hrc,,,,,,,1230860,971453,,,,,,,,,,
Q9ESB3,HRG_MOUSE,Histidine-rich glycoprotein OS=Mus musculus OX=10090 ,Hrg,14538500,14173600,15803100,22005800,12508100,15311200,16074500,17526400,26750100,19629600,14142300,13200400,13880800,17035500,19206400,23569300,18975000,15237400
P70174,HRH1_MOUSE,Histamine H1 receptor OS=Mus musculus OX=10090 ,Hrh1,,,,177978,761506,,,,,154383,,,178570,,,,,
Q3TC93,H1BP3_MOUSE,HCLS1-binding protein 3 OS=Mus musculus OX=10090 ,Hs1bp3,1311790,2070930,,2223920,1742200,1724710,1929930,1618310,1902620,,1912100,1740260,1469970,1561030,1446840,1973600,1363450,1612230
Q9CQZ1,HSBP1_MOUSE,Heat shock factor-binding protein 1 OS=Mus musculus OX=10090 ,Hsbp1,,,,1381960,,1254600,,3477550,,,2281710,,2064760,,,,,1957380
Q8K3A0,HSC20_MOUSE,Iron-sulfur cluster co-chaperone protein HscB OS=Mus musculus OX=10090 ,Hscb,690970,761760,678405,1108500,,556661,781002,,737669,941648,526830,,354314,857181,757986,796422,675841,741301
P50172,DHI1_MOUSE,11-beta-hydroxysteroid dehydrogenase 1 OS=Mus musculus OX=10090 ,Hsd11b1,1639460,3227360,,2217710,1138230,1899160,2865610,1918310,3467660,3653340,,,1585600,2348950,2670270,4249840,1828090,1853670
O08756,HCD2_MOUSE,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus OX=10090 ,Hsd17b10,13421200,21837200,14592200,26032500,25639700,13073900,24641300,28676300,23739500,15552200,20899300,28362900,22887400,24845700,26045300,26198000,27192100,20428800
Q9EQ06,DHB11_MOUSE,Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 ,Hsd17b11,72881500,32464600,31208400,27392500,41997800,30722000,34848700,29565100,22427700,21517700,27594400,38418700,29165800,40180600,35900200,22952300,29069800,31086800
O70503,DHB12_MOUSE,Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus OX=10090 ,Hsd17b12,11975900,8536400,12951300,7677690,10133300,9909930,8612610,9785710,12036100,11244900,8382640,13103100,9623170,11885100,10801700,11377100,9466240,8094940
P51660,DHB4_MOUSE,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 ,Hsd17b4,12441200,15064800,13939100,15861200,15866200,15924100,16968900,18279100,19759000,14593000,15325600,17124300,18271800,18719600,17248200,14172400,14132400,15011100
O88736,DHB7_MOUSE,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 OS=Mus musculus OX=10090 ,Hsd17b7,2806700,1752350,,1690830,1741990,2045020,1549950,2036720,1582250,,2038280,1856810,1765810,2162610,2242250,1371940,1459290,2365640
P50171,DHB8_MOUSE,(3R)-3-hydroxyacyl-CoA dehydrogenase OS=Mus musculus OX=10090 ,Hsd17b8,3943330,3638000,3736410,3041870,2803720,3171510,8516160,4679030,3340580,3018110,3082490,3622670,3301270,3516540,2690860,3803170,4125730,3523240
Q8BTX9,HSDL1_MOUSE,Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Mus musculus OX=10090 ,Hsdl1,3381120,3793310,2647990,3064690,3410490,3867070,2646480,3023850,3169980,2334740,3820650,3687850,3878870,3392760,2740100,3177400,2380740,3190700
Q2TPA8,HSDL2_MOUSE,Hydroxysteroid dehydrogenase-like protein 2 OS=Mus musculus OX=10090 ,Hsdl2,2203160,2386830,2408850,2153180,2207110,1858440,3386120,2871940,2486270,2499580,1692950,2524200,1828890,2337530,2373150,1914160,2291460,1968260
P07901,HS90A_MOUSE,Heat shock protein HSP 90-alpha OS=Mus musculus OX=10090 ,Hsp90aa1,98263300,76629400,86842100,88578700,103589000,93938400,112425000,87345900,89083500,85759200,88585000,102693000,95118400,100740000,84069100,89640200,87397400,88382000
P11499,HS90B_MOUSE,Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 ,Hsp90ab1,146041000,119659000,152316000,171617000,163014000,153363000,209314000,166209000,160065000,151515000,160120000,166583000,170957000,167233000,146403000,162861000,177758000,160392000
P08113,ENPL_MOUSE,Endoplasmin OS=Mus musculus OX=10090 ,Hsp90b1,57313000,46851100,46390100,50592600,49413800,51096100,46378300,49948600,54194700,51986900,47751000,51305000,50113900,54052900,51620700,48736700,56744900,35151600
Q8K0U4,HS12A_MOUSE,Heat shock 70 kDa protein 12A OS=Mus musculus OX=10090 ,Hspa12a,230937000,233320000,180121000,193203000,227614000,214828000,201904000,190953000,203601000,185262000,253895000,253892000,233066000,192543000,205602000,235887000,207250000,227117000
Q9CZJ2,HS12B_MOUSE,Heat shock 70 kDa protein 12B OS=Mus musculus OX=10090 ,Hspa12b,2514220,4144030,3410620,4466220,4181480,3836700,3671670,4259010,3811400,3763840,4021680,3786410,4593870,5195300,5080290,3689210,3681950,2450490
Q8BM72,HSP13_MOUSE,Heat shock 70 kDa protein 13 OS=Mus musculus OX=10090 ,Hspa13,,,,287182,,526075,,,,,,,,,,,495438,
Q99M31,HSP7E_MOUSE,Heat shock 70 kDa protein 14 OS=Mus musculus OX=10090 ,Hspa14,,,,2731730,2287150,4672280,,2946320,,,,1618660,,3255370,1318720,,,2157270
Q61696,HS71A_MOUSE,Heat shock 70 kDa protein 1A OS=Mus musculus OX=10090 ,Hspa1a,,,,,,,,,,,,,,,,,,
P17156,HSP72_MOUSE,Heat shock-related 70 kDa protein 2 OS=Mus musculus OX=10090 ,Hspa2,16970900,11883200,11588800,11846000,13447900,14817100,10848300,13505300,13715700,16698100,15180500,14434000,13884900,13568800,14306200,13734600,16469600,14118900
Q61316,HSP74_MOUSE,Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 ,Hspa4,51902800,52008000,44745300,43920500,48055900,48261900,42755500,51699900,45197900,42309100,50402700,53534000,48739600,47049000,45282800,42301600,44554200,44627900
P48722,HS74L_MOUSE,Heat shock 70 kDa protein 4L OS=Mus musculus OX=10090 ,Hspa4l,33755300,34100000,35594300,32770800,34299400,34240300,32371700,32736100,32668700,34878100,35458500,35532700,34213800,32071700,27732800,36555700,34816800,31403600
P20029,BIP_MOUSE,Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 ,Hspa5,45530100,34775500,50458300,36579100,41038400,37955100,41683400,37980400,45571300,41778200,34824200,43658400,39348900,43767000,43083900,39713100,43551100,31192900
P63017,HSP7C_MOUSE,Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 ,Hspa8,616040000,580137000,396921000,441773000,642876000,509578000,599452000,556836000,563059000,336279000,539384000,731455000,529306000,614380000,537275000,467379000,457172000,586370000
P38647,GRP75_MOUSE,"Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 ",Hspa9,60285200,39439500,73116700,30942900,32553900,34586000,41068100,62535800,39204900,54365500,32776400,49233300,34852100,45534900,44378400,40693500,36654400,33781300
P14602,HSPB1_MOUSE,Heat shock protein beta-1 OS=Mus musculus OX=10090 ,Hspb1,123226000,187133000,166949000,181086000,171374000,179848000,200714000,223955000,206271000,153915000,184452000,164717000,170959000,180716000,182234000,171441000,248682000,165706000
Q99PR8,HSPB2_MOUSE,Heat shock protein beta-2 OS=Mus musculus OX=10090 ,Hspb2,,170422,,,,,1033960,1460820,,,,,130197,,,268126,,124115
Q5EBG6,HSPB6_MOUSE,Heat shock protein beta-6 OS=Mus musculus OX=10090 ,Hspb6,2209300,2817430,2970630,2045030,2359870,1938400,18264800,19016600,3872050,3895090,2480860,3360440,2814040,2054990,2407250,4033540,3690010,1973900
P35385,HSPB7_MOUSE,Heat shock protein beta-7 OS=Mus musculus OX=10090 ,Hspb7,,,,,,,7627170,7929840,,,,,,,,,,
Q9JK92,HSPB8_MOUSE,Heat shock protein beta-8 OS=Mus musculus OX=10090 ,Hspb8,10188200,17059800,8788090,10696800,13550700,13365200,10665800,10304500,10151400,9779240,10815000,12142900,12901400,10517300,10931500,12293000,13996300,11743800
Q99P31,HPBP1_MOUSE,Hsp70-binding protein 1 OS=Mus musculus OX=10090 ,Hspbp1,3625900,1455090,1400860,4314530,2613030,4327690,3146610,3066410,2200860,1648840,3232050,1973340,3609610,2689130,2550080,1441340,4465240,2984620
P63038,CH60_MOUSE,"60 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 ",Hspd1,77135000,65887200,69065200,95622200,53058400,62468500,88982800,93582800,83673900,64859200,56209000,63109200,63816900,68496000,64791000,80154500,60973000,57621000
Q64433,CH10_MOUSE,"10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 ",Hspe1,26024900,53405000,,48297300,37716600,48120200,54111200,65380700,50136600,75669400,46415600,39054300,52555900,42216700,54837500,60987000,51749900,41496600
Q05793,PGBM_MOUSE,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 ,Hspg2,65430200,79799400,72080000,53753700,72968800,57099100,61857900,70300500,71336100,67489800,93031600,93557400,91554700,65092000,66801000,62862200,61742500,100564000
Q61699,HS105_MOUSE,Heat shock protein 105 kDa OS=Mus musculus OX=10090 ,Hsph1,27485200,27319000,24738000,20303100,24453300,24338200,26826800,28048500,24324500,24826900,27479600,25035300,25242700,23035300,22867500,26877500,25073300,21294200
Q9Z2G9,HTAI2_MOUSE,Oxidoreductase HTATIP2 OS=Mus musculus OX=10090 ,Htatip2,1146460,1167560,2424090,2021880,1680190,1654890,1504290,1540010,2750510,2239370,1988210,1714040,,1739260,1792760,2315360,979985,1575960
Q8BGC0,HTSF1_MOUSE,17S U2 SnRNP complex component HTATSF1 OS=Mus musculus OX=10090 ,Htatsf1,,1690340,,1379550,1500590,1942050,,1748040,1637000,,1189700,979212,1299670,1599700,1884280,,1707990,1395130
Q9R118,HTRA1_MOUSE,Serine protease HTRA1 OS=Mus musculus OX=10090 ,Htra1,,277475,,172433,174201,231288,,232168,207627,,319233,183550,426627,,337241,425563,384481,205048
Q9JIY5,HTRA2_MOUSE,"Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 ",Htra2,4239750,2958730,3513280,3128460,3430710,3686020,4875630,5715390,3406880,3942640,3873380,3937200,3752910,5869540,3901140,4334640,3942380,3620720
P42859,HD_MOUSE,Huntingtin OS=Mus musculus OX=10090 ,Htt,,2297780,1449640,1302820,2074930,2384450,1935790,1784730,1171590,1955350,2402500,1169250,2084000,2792570,1851670,2826330,2604370,2575210
Q7TMY8,HUWE1_MOUSE,E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 ,Huwe1,3852500,3119470,3551320,3140000,3802460,3467220,3587240,3719020,2755590,3425060,3751070,3977430,3369530,4328990,3488530,2743560,3076780,3586490
Q6P9N1,HYCCI_MOUSE,Hyccin OS=Mus musculus OX=10090 ,Hycc1,,3451000,,,,,,436992,,,,,,,,846979,,
Q5U5V2,HYKK_MOUSE,Hydroxylysine kinase OS=Mus musculus OX=10090 ,Hykk,832719,665614,719872,841157,561827,915895,533670,417726,603925,706766,745555,603379,1277080,649640,624479,638214,591691,657210
Q9JKR6,HYOU1_MOUSE,Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 ,Hyou1,4926470,8113300,4876590,8475010,7501120,7801220,8127590,7494750,8266090,4673380,8139290,8063360,7736040,9115710,9125920,8249660,8554890,5615320
Q9DB29,IAH1_MOUSE,Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 ,Iah1,,1277300,,,1757370,1298480,1823330,931195,,,1308900,1219920,1157670,1862340,1716750,,,1688310
Q8BU30,SYIC_MOUSE,"Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 ",Iars1,,2234090,3159040,2630290,2785020,2872060,3462660,3249770,2867640,2231800,2473500,2584370,2694990,2464190,2832550,2355680,2870010,2249730
Q8BIJ6,SYIM_MOUSE,"Isoleucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 ",Iars2,7733820,7685970,8514650,6669330,9249530,8468920,10497200,10771100,7977830,3203680,9509050,7916590,7263670,9047040,10446700,7252450,6052570,11053800
Q8CAK1,CAF17_MOUSE,"Putative transferase CAF17 homolog, mitochondrial OS=Mus musculus OX=10090 ",Iba57,,448614,,,442310,,1230680,,,,,,,842554,833850,,,458804
P13597,ICAM1_MOUSE,Intercellular adhesion molecule 1 OS=Mus musculus OX=10090 ,Icam1,1133770,1534170,,2181200,843955,1413140,1009120,1212390,1071210,1001300,838094,1291960,1338880,1459690,1719000,574216,1926230,1102250
P35330,ICAM2_MOUSE,Intercellular adhesion molecule 2 OS=Mus musculus OX=10090 ,Icam2,,1086070,,,,,,753580,713135,927923,,,1300570,,,711911,348578,618819
Q9JHR7,IDE_MOUSE,Insulin-degrading enzyme OS=Mus musculus OX=10090 ,Ide,5320780,4310640,6649360,5751080,9656260,8940220,10372600,7505230,5002760,4669500,7213570,4279040,8050500,7866540,7463580,5712990,4226700,5490830
O88844,IDHC_MOUSE,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 ,Idh1,64166900,59468800,63591000,62182900,57570500,58709600,54282300,56077400,60243600,56722700,54526500,56431400,56349000,64838700,64533000,59416500,57814800,54982000
